,G1,G2,G3,SP2_1,SP2_2,SP2_3,R1,R2,R3,SP1_1,SP1_2,SP1_3,NC,Time
101,27791.015915513904,27141.230205797285,28093.326094075874,18891.039887706167,18500.452849975572,18362.965213971616,4025.4045226549347,3767.3840273736264,3412.0600610258,11376.970717359032,11215.388174187556,11425.455937982328,202.81124497991965,1020
102,27261.57843848199,26659.440951406148,27583.635996771587,18509.644364074742,18265.39248511905,18014.756340705706,3940.914851099089,3737.4763361001897,3364.0657959696605,11154.48179271709,11022.284439588457,11242.595124174073,202.38095238095238,1030
103,27143.545815852052,26500.116538069437,27447.90214342107,18446.53823830766,18188.51721227701,17983.708876917088,3933.788330815901,3712.1436602148883,3345.2278549656867,11090.029926737794,10957.650741794218,11163.80654340165,197.2249752229931,1040
104,27527.298585580378,26807.63060655548,27751.306352077067,18792.84796103586,18383.979814851013,18192.517428197792,3962.925081513991,3729.4845047828294,3365.451433315705,11200.399201596807,11054.260205457813,11246.879433033644,199.6007984031936,1050
105,27546.58258830067,26865.718633572964,27718.631724889365,18839.72380913415,18412.61211429876,18176.171583577685,3941.4995180091196,3722.6585131668644,3360.8802517281647,11195.828522338124,11072.703703561134,11242.158769592861,202.39282153539384,1060
106,27501.058779986124,26766.616250350115,27738.963139130123,18719.435668569746,18348.31327478687,18087.884806355516,3934.0740203978116,3708.4315720427353,3346.70657669044,11103.61229977011,10975.614187279087,11125.039474635409,201.5888778550149,1070
107,27589.379208688435,26908.72709715128,27785.371739182985,18793.855302279484,18452.368022436043,18160.943909874422,3924.2454460166505,3718.3450981978513,3365.283873708056,11142.874910122624,11024.477311848863,11208.372971811481,206.14469772051538,1080
108,27566.012921089063,26883.479110449425,27836.724386724385,18885.102357621035,18485.27842020993,18201.491546428257,3935.967365967366,3716.024810220329,3357.422378945558,11162.741519009885,10982.057416267944,11169.500346981265,204.54545454545453,1090
109,27696.39463751139,26976.038632128704,27828.698433349593,18823.687163068167,18509.15750915751,18236.506036116934,3917.8226145439257,3704.3326290528735,3343.5945952502248,11118.746550253401,10971.73603961367,11151.062271062274,205.12820512820514,1100
110,27413.96815834005,26671.765634071184,27569.142428545954,18634.86326126986,18375.323861856905,18063.35444203607,3880.9872922776144,3659.130197569155,3315.024850963061,11017.498316920937,10895.562704191432,11041.025171065496,202.3460410557185,1110
111,27404.09526844159,26676.916603150403,27552.568543632075,18617.09046313425,18299.79331007282,18071.28151419082,3863.975672367752,3636.3984848007062,3313.344520246479,10957.229599429058,10886.17065081909,11012.610313682593,202.14843750000003,1120
112,27674.94406709941,27017.33969875732,27752.775110628703,18921.243842364533,18529.585228456148,18227.55246642824,3881.627289930142,3659.6691180159114,3312.6071884692574,11072.52004249976,10946.826422112123,11088.26249994119,205.9113300492611,1130
113,27611.71911997239,26835.309938109585,27646.820365674626,18825.261335867497,18458.661417322837,18209.58493679965,3873.4541871761394,3640.4212838975573,3304.3666016106963,10986.645468384166,10910.596640117392,10981.580293151035,202.75590551181108,1140
114,27133.14674639018,26410.436946122376,27255.05997746703,18385.021097046414,18176.711807388674,17859.244416206446,3779.194242755253,3574.6860963658632,3261.3181196885957,10844.99502756326,10725.362092570798,10841.84984640394,202.53164556962028,1150
115,27131.563551479456,26357.74211162297,27147.987363328673,18390.77204118537,18186.802890755862,17838.35595127981,3780.6630041179033,3551.9305072259317,3244.3573516246493,10802.70413813366,10733.322822216445,10799.720373324533,203.10981535471333,1160
116,27533.45240032466,26692.437941408323,27602.304365209176,18690.3710957328,18391.164148371518,18146.80311615954,3822.6747355795437,3588.984623449065,3285.3912543797137,10933.976291788054,10849.599453003304,10903.468386373197,205.1030421982336,1170
117,27635.382881535115,26775.610859728506,27613.2798573975,18704.580797836374,18416.90550483455,18111.195600191295,3834.192689421447,3574.3452416571918,3291.7678774649726,10833.183976715689,10827.6963134247,10907.372063954032,204.90196078431376,1180
118,27580.30152515056,26546.20858014861,27530.619806115385,18573.772747920906,18290.16553067186,18021.800176661476,3798.7689525664205,3570.978322144211,3263.822136893875,10870.266872122595,10718.432179073756,10833.213997124889,208.37390457643625,1190
119,27675.43464490721,26695.96907763874,27542.126536638687,18594.747081712063,18440.31670196523,18052.000466625024,3803.9213936386677,3585.020637943065,3261.288080769555,10828.694705378408,10817.560769924992,10830.629990116218,205.25291828793777,1200
120,27595.260159707534,26757.443102222725,27615.930469222727,18559.793558386846,18342.6147557411,18050.251601054904,3803.2555879494653,3556.6775628000114,3253.859561867025,10853.136820752967,10759.711706518568,10828.823550983738,207.9689018464529,1210
121,27572.01401535099,26725.86151158618,27476.057308757332,18451.177013116438,18367.90563918731,18070.297601442235,3790.962099125364,3541.2334513467385,3237.44735989634,10776.530047234843,10670.61202361129,10728.972783625153,206.99708454810497,1220
122,27403.140189800168,26448.557692307688,27125.295244174908,18378.36893834782,18276.803816338703,17914.071834206065,3736.695963288481,3505.4471105624566,3200.718907260964,10703.761012808174,10614.00580551524,10663.910316487636,207.69230769230774,1230
123,27337.63877418622,26393.968385982975,27023.911735045698,18309.47907926896,18210.55725907064,17887.515879644743,3716.7235362279985,3496.365866925916,3193.791678685584,10629.046589817484,10571.94244278638,10597.726365098382,208.45341018251682,1240
